Entity,Code,Year,Fertility_Rate,Continent,GDP,Religion,Sex_Ratio
Germany,DEU,1884,5.28,Europe,3472.0,Christianity,
Germany,DEU,1885,5.26,Europe,3532.0,Christianity,
Germany,DEU,1886,5.25,Europe,3524.0,Christianity,
Germany,DEU,1887,5.23,Europe,3626.0,Christianity,
Germany,DEU,1888,5.22,Europe,3732.0,Christianity,
Germany,DEU,1889,5.21,Europe,3792.0,Christianity,
Germany,DEU,1890,5.2,Europe,3870.0,Christianity,
Germany,DEU,1891,5.18,Europe,3821.0,Christianity,
Germany,DEU,1892,5.17,Europe,3936.0,Christianity,
Germany,DEU,1893,5.16,Europe,4089.0,Christianity,
Germany,DEU,1894,5.14,Europe,4141.0,Christianity,
Germany,DEU,1895,5.11,Europe,4281.0,Christianity,
Germany,DEU,1896,5.09,Europe,4368.0,Christianity,
Germany,DEU,1897,5.06,Europe,4423.0,Christianity,
Germany,DEU,1898,5.04,Europe,4540.0,Christianity,
Germany,DEU,1899,4.99,Europe,4631.0,Christianity,
Germany,DEU,1900,4.93,Europe,4758.0,Christianity,
Germany,DEU,1901,4.88,Europe,4576.0,Christianity,
Germany,DEU,1902,4.82,Europe,4611.0,Christianity,
Germany,DEU,1903,4.77,Europe,4795.0,Christianity,
Germany,DEU,1904,4.68,Europe,4914.0,Christianity,
Germany,DEU,1905,4.6,Europe,4948.0,Christianity,
Germany,DEU,1906,4.51,Europe,5024.0,Christianity,
Germany,DEU,1907,4.43,Europe,5172.0,Christianity,
Germany,DEU,1908,4.34,Europe,5187.0,Christianity,
Germany,DEU,1909,4.18,Europe,5220.0,Christianity,
Germany,DEU,1910,4.01,Europe,5337.0,Christianity,
Germany,DEU,1911,3.85,Europe,5432.0,Christianity,
Germany,DEU,1912,3.68,Europe,5617.0,Christianity,
Germany,DEU,1913,3.52,Europe,5815.0,Christianity,
Germany,DEU,1914,3.27,Europe,4876.0,Christianity,
Germany,DEU,1915,3.02,Europe,4621.0,Christianity,
Germany,DEU,1916,2.76,Europe,4678.0,Christianity,
Germany,DEU,1917,2.51,Europe,4705.0,Christianity,
Germany,DEU,1918,2.26,Europe,4755.0,Christianity,
Germany,DEU,1919,2.33,Europe,4122.0,Christianity,
Germany,DEU,1920,2.4,Europe,4457.0,Christianity,
Germany,DEU,1921,2.48,Europe,4906.0,Christianity,
Germany,DEU,1922,2.55,Europe,5310.0,Christianity,
Germany,DEU,1923,2.62,Europe,4383.0,Christianity,
Germany,DEU,1924,2.42,Europe,5099.0,Christianity,
Germany,DEU,1925,2.21,Europe,5630.0,Christianity,
Germany,DEU,1926,2.1,Europe,5746.0,Christianity,
Germany,DEU,1927,1.98,Europe,6282.0,Christianity,
Germany,DEU,1928,1.99,Europe,6519.0,Christianity,
Germany,DEU,1929,1.93,Europe,6457.0,Christianity,
Germany,DEU,1930,1.88,Europe,6333.0,Christianity,
Germany,DEU,1931,1.71,Europe,5821.0,Christianity,
Germany,DEU,1932,1.62,Europe,5359.0,Christianity,
Germany,DEU,1933,1.58,Europe,5668.0,Christianity,
Germany,DEU,1934,1.93,Europe,6150.0,Christianity,
Germany,DEU,1935,2.03,Europe,6567.0,Christianity,
Germany,DEU,1936,2.07,Europe,7095.0,Christianity,
Germany,DEU,1937,2.09,Europe,7468.0,Christianity,
Germany,DEU,1938,2.25,Europe,7960.0,Christianity,
Germany,DEU,1939,2.39,Europe,8617.0,Christianity,
Germany,DEU,1940,2.4,Europe,8612.0,Christianity,
Germany,DEU,1941,2.25,Europe,9103.0,Christianity,
Germany,DEU,1942,1.83,Europe,9149.0,Christianity,
Germany,DEU,1943,2.0,Europe,9389.0,Christianity,
Germany,DEU,1944,1.89,Europe,9698.0,Christianity,
Germany,DEU,1945,1.53,Europe,7195.0,Christianity,
Germany,DEU,1946,2.01,Europe,3534.0,Christianity,
Germany,DEU,1947,2.04,Europe,3883.0,Christianity,
Germany,DEU,1948,2.1,Europe,4517.0,Christianity,
Germany,DEU,1949,2.16,Europe,5231.0,Christianity,
Germany,DEU,1950,2.08,Europe,6186.0,Christianity,105.74046340000001
Germany,DEU,1951,2.09,Europe,6704.0,Christianity,105.76656570000002
Germany,DEU,1952,2.11,Europe,7257.0,Christianity,105.7713277
Germany,DEU,1953,2.14,Europe,7818.0,Christianity,105.7698986
Germany,DEU,1954,2.17,Europe,8364.0,Christianity,105.78489099999999
Germany,DEU,1955,2.2,Europe,9240.0,Christianity,105.7981679
Germany,DEU,1956,2.23,Europe,9846.0,Christianity,105.8247866
Germany,DEU,1957,2.27,Europe,10348.0,Christianity,105.8293397
Germany,DEU,1958,2.31,Europe,10739.0,Christianity,105.84722659999998
Germany,DEU,1959,2.35,Europe,11440.0,Christianity,105.8720638
Germany,DEU,1960,2.4,Europe,12282.0,Christianity,105.8995397
Germany,DEU,1961,2.43,Europe,12675.0,Christianity,105.8693195
Germany,DEU,1962,2.47,Europe,13106.0,Christianity,105.9265602
Germany,DEU,1963,2.49,Europe,13367.0,Christianity,105.855733
Germany,DEU,1964,2.5,Europe,14062.0,Christianity,105.8941916
Germany,DEU,1965,2.48,Europe,14642.0,Christianity,105.9786854
Germany,DEU,1966,2.44,Europe,14964.0,Christianity,105.654527
Germany,DEU,1967,2.37,Europe,14979.0,Christianity,105.6719159
Germany,DEU,1968,2.28,Europe,15723.0,Christianity,105.72241640000001
Germany,DEU,1969,2.17,Europe,16641.0,Christianity,105.798294
Germany,DEU,1970,2.04,Europe,17277.0,Christianity,105.62220719999999
Germany,DEU,1971,1.92,Europe,17657.0,Christianity,105.8598223
Germany,DEU,1972,1.8,Europe,18301.0,Christianity,105.7491818
Germany,DEU,1973,1.7,Europe,19074.0,Christianity,105.5677969
Germany,DEU,1974,1.62,Europe,19228.0,Christianity,105.5933486
Germany,DEU,1975,1.56,Europe,19193.0,Christianity,105.91778899999998
Germany,DEU,1976,1.53,Europe,20218.0,Christianity,105.6518213
Germany,DEU,1977,1.5,Europe,20837.0,Christianity,105.94923500000002
Germany,DEU,1978,1.49,Europe,21447.0,Christianity,105.8450378
Germany,DEU,1979,1.48,Europe,22305.0,Christianity,105.62308780000001
Germany,DEU,1980,1.47,Europe,22497.0,Christianity,105.68223290000002
Germany,DEU,1981,1.47,Europe,22553.0,Christianity,106.80832269999999
Germany,DEU,1982,1.46,Europe,22380.0,Christianity,105.98199869999999
Germany,DEU,1983,1.46,Europe,22840.0,Christianity,105.73354609999998
Germany,DEU,1984,1.46,Europe,23564.0,Christianity,105.5821318
Germany,DEU,1985,1.45,Europe,24133.0,Christianity,105.3207652
Germany,DEU,1986,1.44,Europe,24657.0,Christianity,105.36263999999998
Germany,DEU,1987,1.43,Europe,25027.0,Christianity,105.8277638
Germany,DEU,1988,1.41,Europe,25759.0,Christianity,105.72702609999999
Germany,DEU,1989,1.38,Europe,26393.0,Christianity,105.44226499999999
Germany,DEU,1990,1.36,Europe,25391.0,Christianity,105.6066075
Germany,DEU,1991,1.34,Europe,26769.96,Christianity,105.480177
Germany,DEU,1992,1.32,Europe,27385.06,Christianity,105.33042490000001
Germany,DEU,1993,1.31,Europe,27250.7,Christianity,105.5740182
Germany,DEU,1994,1.31,Europe,28140.06,Christianity,105.7722763
Germany,DEU,1995,1.31,Europe,28868.95,Christianity,105.5594047
Germany,DEU,1996,1.32,Europe,29349.98,Christianity,105.69702179999999
Germany,DEU,1997,1.33,Europe,30186.94,Christianity,105.554781
Germany,DEU,1998,1.34,Europe,31129.58,Christianity,105.5017689
Germany,DEU,1999,1.35,Europe,32087.6,Christianity,105.6800038
Germany,DEU,2000,1.35,Europe,33367.28,Christianity,105.4275125
Germany,DEU,2001,1.35,Europe,34260.29,Christianity,105.66355209999999
Germany,DEU,2002,1.35,Europe,34590.93,Christianity,105.5354703
Germany,DEU,2003,1.35,Europe,34716.44,Christianity,105.4452942
Germany,DEU,2004,1.35,Europe,35528.71,Christianity,105.3901799
Germany,DEU,2005,1.35,Europe,36205.58,Christianity,105.40368899999999
Germany,DEU,2006,1.36,Europe,38014.14,Christianity,105.65100279999999
Germany,DEU,2007,1.36,Europe,39752.21,Christianity,105.56962779999999
Germany,DEU,2008,1.37,Europe,40715.43,Christianity,105.2898459
Germany,DEU,2009,1.38,Europe,38962.94,Christianity,105.29339309999999
Germany,DEU,2010,1.39,Europe,41109.58,Christianity,105.1235672
Germany,DEU,2011,1.41,Europe,43189.0,Christianity,105.2716717
Germany,DEU,2012,1.42,Europe,43320.0,Christianity,105.36026310000001
Germany,DEU,2013,1.43,Europe,43413.0,Christianity,105.3235449
Germany,DEU,2014,1.44,Europe,43922.0,Christianity,105.3806574
Germany,DEU,2015,1.45,Europe,44293.0,Christianity,105.39710430000001
Germany,DEU,2016,1.46,Europe,44689.0,Christianity,105.4215473
Germany,DEU,2017,1.47,Europe,45619.78,Christianity,105.4451394
Germany,DEU,2018,1.48,Europe,46177.62,Christianity,
Germany,DEU,2019,1.48,Europe,,Christianity,
Ghana,GHA,1950,6.37,Africa,1788.0,Christianity,104.0112413
Ghana,GHA,1951,6.39,Africa,1808.0,Christianity,104.0090696
Ghana,GHA,1952,6.42,Africa,1728.0,Christianity,104.0058482
Ghana,GHA,1953,6.46,Africa,1916.0,Christianity,104.0011952
Ghana,GHA,1954,6.5,Africa,2099.0,Christianity,103.9997615
Ghana,GHA,1955,6.54,Africa,1913.0,Christianity,103.9991995
Ghana,GHA,1956,6.58,Africa,1970.0,Christianity,104.00581209999999
Ghana,GHA,1957,6.62,Africa,1978.0,Christianity,104.0192941
Ghana,GHA,1958,6.67,Africa,1892.0,Christianity,104.0229857
Ghana,GHA,1959,6.71,Africa,2106.0,Christianity,104.0361252
Ghana,GHA,1960,6.75,Africa,2197.0,Christianity,104.0406449
Ghana,GHA,1961,6.79,Africa,2212.0,Christianity,104.04391070000001
Ghana,GHA,1962,6.83,Africa,2257.0,Christianity,104.0680445
Ghana,GHA,1963,6.86,Africa,2270.0,Christianity,104.06454659999999
Ghana,GHA,1964,6.89,Africa,2254.0,Christianity,104.04885390000001
Ghana,GHA,1965,6.92,Africa,2220.0,Christianity,104.0339897
Ghana,GHA,1966,6.94,Africa,2158.0,Christianity,104.035735
Ghana,GHA,1967,6.95,Africa,2134.0,Christianity,104.0357427
Ghana,GHA,1968,6.96,Africa,2101.0,Christianity,104.051558
Ghana,GHA,1969,6.96,Africa,2112.0,Christianity,104.0657605
Ghana,GHA,1970,6.95,Africa,2270.0,Christianity,104.105967
Ghana,GHA,1971,6.94,Africa,2377.0,Christianity,104.1427782
Ghana,GHA,1972,6.92,Africa,2235.0,Christianity,104.17815809999999
Ghana,GHA,1973,6.89,Africa,2227.0,Christianity,104.2061317
Ghana,GHA,1974,6.86,Africa,2319.0,Christianity,104.2849659
Ghana,GHA,1975,6.82,Africa,1988.0,Christianity,104.33757159999999
Ghana,GHA,1976,6.77,Africa,1878.0,Christianity,104.43179909999999
Ghana,GHA,1977,6.72,Africa,1882.0,Christianity,104.5185244
Ghana,GHA,1978,6.67,Africa,2008.0,Christianity,104.5770444
Ghana,GHA,1979,6.61,Africa,1929.0,Christianity,104.6480817
Ghana,GHA,1980,6.54,Africa,1844.0,Christianity,104.5987659
Ghana,GHA,1981,6.47,Africa,1820.0,Christianity,104.54799709999999
Ghana,GHA,1982,6.39,Africa,1661.0,Christianity,104.5017445
Ghana,GHA,1983,6.31,Africa,1487.0,Christianity,104.4663694
Ghana,GHA,1984,6.22,Africa,1530.0,Christianity,104.41729529999999
Ghana,GHA,1985,6.13,Africa,1559.0,Christianity,104.3710481
Ghana,GHA,1986,6.03,Africa,1575.0,Christianity,104.3606908
Ghana,GHA,1987,5.93,Africa,1605.0,Christianity,104.3527905
Ghana,GHA,1988,5.82,Africa,1648.0,Christianity,104.3510421
Ghana,GHA,1989,5.71,Africa,1685.0,Christianity,104.3662645
Ghana,GHA,1990,5.6,Africa,1693.0,Christianity,104.362588
Ghana,GHA,1991,5.5,Africa,1742.63,Christianity,104.35283869999999
Ghana,GHA,1992,5.4,Africa,1771.6,Christianity,104.29669670000001
Ghana,GHA,1993,5.32,Africa,1791.11,Christianity,104.2314711
Ghana,GHA,1994,5.24,Africa,1813.61,Christianity,104.1450933
Ghana,GHA,1995,5.17,Africa,1856.57,Christianity,104.20151990000001
Ghana,GHA,1996,5.1,Africa,1907.93,Christianity,104.17612159999999
Ghana,GHA,1997,5.04,Africa,1964.91,Christianity,104.16145429999999
Ghana,GHA,1998,4.97,Africa,2017.99,Christianity,104.150765
Ghana,GHA,1999,4.9,Africa,2066.74,Christianity,104.1220667
Ghana,GHA,2000,4.83,Africa,2100.29,Christianity,104.1492692
Ghana,GHA,2001,4.75,Africa,2143.11,Christianity,104.1807463
Ghana,GHA,2002,4.68,Africa,2192.02,Christianity,104.1934537
Ghana,GHA,2003,4.61,Africa,2256.82,Christianity,104.1733194
Ghana,GHA,2004,4.55,Africa,2329.52,Christianity,104.1418742
Ghana,GHA,2005,4.49,Africa,2411.29,Christianity,104.07613429999999
Ghana,GHA,2006,4.44,Africa,2503.96,Christianity,104.0469811
Ghana,GHA,2007,4.39,Africa,2553.17,Christianity,104.026974
Ghana,GHA,2008,4.35,Africa,2725.79,Christianity,103.9973935
Ghana,GHA,2009,4.31,Africa,2793.87,Christianity,104.0188102
Ghana,GHA,2010,4.27,Africa,2946.04,Christianity,104.01857240000001
Ghana,GHA,2011,4.23,Africa,3283.0,Christianity,104.01817740000001
Ghana,GHA,2012,4.19,Africa,3508.0,Christianity,104.00976779999999
Ghana,GHA,2013,4.15,Africa,3683.0,Christianity,104.0117135
Ghana,GHA,2014,4.1,Africa,3747.0,Christianity,103.9659161
Ghana,GHA,2015,4.04,Africa,3809.0,Christianity,103.97410909999999
Ghana,GHA,2016,3.98,Africa,3878.0,Christianity,103.9751316
Ghana,GHA,2017,3.93,Africa,4103.56,Christianity,103.97182049999999
Ghana,GHA,2018,3.87,Africa,4267.07,Christianity,
Ghana,GHA,2019,3.81,Africa,,Christianity,
Greece,GRC,1800,6.03,Europe,,Christianity,
Greece,GRC,1801,6.03,Europe,,Christianity,
Greece,GRC,1802,6.03,Europe,,Christianity,
Greece,GRC,1803,6.03,Europe,,Christianity,
Greece,GRC,1804,6.03,Europe,,Christianity,
Greece,GRC,1805,6.03,Europe,,Christianity,
Greece,GRC,1806,6.03,Europe,,Christianity,
Greece,GRC,1807,6.03,Europe,,Christianity,
Greece,GRC,1808,6.03,Europe,,Christianity,
Greece,GRC,1809,6.03,Europe,,Christianity,
Greece,GRC,1810,6.03,Europe,,Christianity,
Greece,GRC,1811,6.03,Europe,,Christianity,
Greece,GRC,1812,6.03,Europe,,Christianity,
Greece,GRC,1813,6.03,Europe,,Christianity,
Greece,GRC,1814,6.03,Europe,,Christianity,
Greece,GRC,1815,6.03,Europe,,Christianity,
Greece,GRC,1816,6.03,Europe,,Christianity,
Greece,GRC,1817,6.03,Europe,,Christianity,
Greece,GRC,1818,6.03,Europe,,Christianity,
Greece,GRC,1819,6.03,Europe,,Christianity,
Greece,GRC,1820,6.03,Europe,,Christianity,
Greece,GRC,1821,6.03,Europe,,Christianity,
Greece,GRC,1822,6.03,Europe,,Christianity,
Greece,GRC,1823,6.03,Europe,,Christianity,
Greece,GRC,1824,6.03,Europe,,Christianity,
Greece,GRC,1825,6.03,Europe,,Christianity,
Greece,GRC,1826,6.03,Europe,,Christianity,
Greece,GRC,1827,6.03,Europe,,Christianity,
Greece,GRC,1828,6.03,Europe,,Christianity,
Greece,GRC,1829,6.03,Europe,,Christianity,
Greece,GRC,1830,6.03,Europe,,Christianity,
Greece,GRC,1831,6.03,Europe,,Christianity,
Greece,GRC,1832,6.03,Europe,,Christianity,
Greece,GRC,1833,6.03,Europe,1537.0,Christianity,
Greece,GRC,1834,6.03,Europe,1635.0,Christianity,
Greece,GRC,1835,6.03,Europe,2138.0,Christianity,
Greece,GRC,1836,6.03,Europe,2067.0,Christianity,
Greece,GRC,1837,6.03,Europe,2120.0,Christianity,
Greece,GRC,1838,6.03,Europe,2230.0,Christianity,
Greece,GRC,1839,6.03,Europe,2020.0,Christianity,
Greece,GRC,1840,6.03,Europe,1932.0,Christianity,
Greece,GRC,1841,6.03,Europe,1918.0,Christianity,
Greece,GRC,1842,6.03,Europe,1959.0,Christianity,
Greece,GRC,1843,6.03,Europe,1653.0,Christianity,
Greece,GRC,1844,6.03,Europe,1602.0,Christianity,
Greece,GRC,1845,6.03,Europe,1543.0,Christianity,
Greece,GRC,1846,6.03,Europe,1691.0,Christianity,
Greece,GRC,1847,6.03,Europe,1441.0,Christianity,
Greece,GRC,1848,6.03,Europe,1554.0,Christianity,
Greece,GRC,1849,6.03,Europe,1591.0,Christianity,
Greece,GRC,1850,6.03,Europe,1607.0,Christianity,
Greece,GRC,1851,5.81,Europe,1969.0,Christianity,
Greece,GRC,1852,5.59,Europe,1663.0,Christianity,
Greece,GRC,1853,5.36,Europe,1822.0,Christianity,
Greece,GRC,1854,5.14,Europe,1908.0,Christianity,
Greece,GRC,1855,4.92,Europe,2007.0,Christianity,
Greece,GRC,1856,4.7,Europe,1757.0,Christianity,
Greece,GRC,1857,4.47,Europe,2278.0,Christianity,
Greece,GRC,1858,4.25,Europe,2197.0,Christianity,
Greece,GRC,1859,4.03,Europe,2161.0,Christianity,
Greece,GRC,1860,3.81,Europe,2125.0,Christianity,
Greece,GRC,1861,3.95,Europe,2262.0,Christianity,
Greece,GRC,1862,3.87,Europe,2283.0,Christianity,
Greece,GRC,1863,3.78,Europe,2039.0,Christianity,
Greece,GRC,1864,3.94,Europe,1854.0,Christianity,
Greece,GRC,1865,3.73,Europe,1981.0,Christianity,
Greece,GRC,1866,4.03,Europe,1890.0,Christianity,
Greece,GRC,1867,3.83,Europe,1997.0,Christianity,
Greece,GRC,1868,3.85,Europe,2020.0,Christianity,
Greece,GRC,1869,3.86,Europe,1992.0,Christianity,
Greece,GRC,1870,3.77,Europe,1938.0,Christianity,
Greece,GRC,1871,3.81,Europe,1859.0,Christianity,
Greece,GRC,1872,3.83,Europe,1806.0,Christianity,
Greece,GRC,1873,3.7,Europe,2128.0,Christianity,
Greece,GRC,1874,3.91,Europe,2013.0,Christianity,
Greece,GRC,1875,3.78,Europe,1929.0,Christianity,
Greece,GRC,1876,3.97,Europe,1921.0,Christianity,
Greece,GRC,1877,3.82,Europe,1804.0,Christianity,
Greece,GRC,1878,3.64,Europe,1985.0,Christianity,
Greece,GRC,1879,3.32,Europe,2063.0,Christianity,
Greece,GRC,1880,3.27,Europe,2028.0,Christianity,
Greece,GRC,1881,3.28,Europe,1970.0,Christianity,
Greece,GRC,1882,3.38,Europe,2098.0,Christianity,
Greece,GRC,1883,3.35,Europe,2091.0,Christianity,
Greece,GRC,1884,3.83,Europe,2351.0,Christianity,
Greece,GRC,1885,3.82,Europe,2536.0,Christianity,
Greece,GRC,1886,4.01,Europe,2426.0,Christianity,
Greece,GRC,1887,4.19,Europe,2511.0,Christianity,
Greece,GRC,1888,4.38,Europe,2566.0,Christianity,
Greece,GRC,1889,4.57,Europe,2391.0,Christianity,
Greece,GRC,1890,4.73,Europe,2257.0,Christianity,
Greece,GRC,1891,4.8,Europe,1967.0,Christianity,
Greece,GRC,1892,4.88,Europe,2053.0,Christianity,
Greece,GRC,1893,4.95,Europe,2185.0,Christianity,
Greece,GRC,1894,5.03,Europe,2233.0,Christianity,
Greece,GRC,1895,5.1,Europe,2149.0,Christianity,
Greece,GRC,1896,5.18,Europe,2359.0,Christianity,
Greece,GRC,1897,5.25,Europe,2004.0,Christianity,
Greece,GRC,1898,5.32,Europe,2165.0,Christianity,
Greece,GRC,1899,5.4,Europe,2209.0,Christianity,
Greece,GRC,1900,5.47,Europe,1972.0,Christianity,
Greece,GRC,1901,5.35,Europe,1890.0,Christianity,
Greece,GRC,1902,5.22,Europe,2423.0,Christianity,
Greece,GRC,1903,5.1,Europe,2367.0,Christianity,
Greece,GRC,1904,4.97,Europe,2498.0,Christianity,
Greece,GRC,1905,4.85,Europe,2560.0,Christianity,
Greece,GRC,1906,4.72,Europe,2530.0,Christianity,
Greece,GRC,1907,4.6,Europe,2565.0,Christianity,
Greece,GRC,1908,4.47,Europe,2550.0,Christianity,
Greece,GRC,1909,4.35,Europe,2601.0,Christianity,
Greece,GRC,1910,4.22,Europe,2592.0,Christianity,
Greece,GRC,1911,4.09,Europe,3231.0,Christianity,
Greece,GRC,1912,3.97,Europe,3135.0,Christianity,
Greece,GRC,1913,3.84,Europe,1876.0,Christianity,
Greece,GRC,1914,3.72,Europe,2394.0,Christianity,
Greece,GRC,1915,3.59,Europe,1822.0,Christianity,
Greece,GRC,1916,3.47,Europe,1549.0,Christianity,
Greece,GRC,1917,3.34,Europe,1352.0,Christianity,
Greece,GRC,1918,3.22,Europe,2279.0,Christianity,
Greece,GRC,1919,3.09,Europe,2031.0,Christianity,
Greece,GRC,1920,2.97,Europe,2284.0,Christianity,
Greece,GRC,1921,2.84,Europe,3057.0,Christianity,
Greece,GRC,1922,2.88,Europe,3129.0,Christianity,
Greece,GRC,1923,2.55,Europe,3169.0,Christianity,
Greece,GRC,1924,2.61,Europe,3279.0,Christianity,
Greece,GRC,1925,3.52,Europe,3411.0,Christianity,
Greece,GRC,1926,4.02,Europe,3475.0,Christianity,
Greece,GRC,1927,3.86,Europe,3539.0,Christianity,
Greece,GRC,1928,4.09,Europe,3561.0,Christianity,
Greece,GRC,1929,3.87,Europe,3733.0,Christianity,
Greece,GRC,1930,4.19,Europe,3599.0,Christianity,
Greece,GRC,1931,3.83,Europe,3402.0,Christianity,
Greece,GRC,1932,3.8,Europe,3649.0,Christianity,
Greece,GRC,1933,3.84,Europe,3818.0,Christianity,
Greece,GRC,1934,4.17,Europe,3854.0,Christianity,
Greece,GRC,1935,3.78,Europe,3953.0,Christianity,
Greece,GRC,1936,3.69,Europe,3913.0,Christianity,
Greece,GRC,1937,3.52,Europe,4414.0,Christianity,
Greece,GRC,1938,3.49,Europe,4267.0,Christianity,
Greece,GRC,1939,3.34,Europe,4205.0,Christianity,
Greece,GRC,1940,3.32,Europe,3543.0,Christianity,
Greece,GRC,1941,3.22,Europe,2987.0,Christianity,
Greece,GRC,1942,3.13,Europe,2517.0,Christianity,
Greece,GRC,1943,3.03,Europe,2115.0,Christianity,
Greece,GRC,1944,2.93,Europe,1779.0,Christianity,
Greece,GRC,1945,2.84,Europe,1495.0,Christianity,
Greece,GRC,1946,2.74,Europe,2209.0,Christianity,
Greece,GRC,1947,2.65,Europe,2810.0,Christianity,
Greece,GRC,1948,2.55,Europe,2866.0,Christianity,
Greece,GRC,1949,2.46,Europe,2979.0,Christianity,
Greece,GRC,1950,2.36,Europe,3052.0,Christianity,106.2426088
Greece,GRC,1951,2.38,Europe,3287.0,Christianity,107.2253091
Greece,GRC,1952,2.4,Europe,3272.0,Christianity,107.90744199999999
Greece,GRC,1953,2.41,Europe,3681.0,Christianity,108.17969690000001
Greece,GRC,1954,2.41,Europe,3759.0,Christianity,108.2680047
Greece,GRC,1955,2.41,Europe,4007.0,Christianity,108.25104089999999
Greece,GRC,1956,2.4,Europe,4313.0,Christianity,107.9773686
Greece,GRC,1957,2.39,Europe,4557.0,Christianity,107.6541673
Greece,GRC,1958,2.37,Europe,4723.0,Christianity,107.47431540000001
Greece,GRC,1959,2.35,Europe,4846.0,Christianity,107.312045
Greece,GRC,1960,2.33,Europe,5015.0,Christianity,107.161599
Greece,GRC,1961,2.32,Europe,5408.0,Christianity,107.10822079999998
Greece,GRC,1962,2.32,Europe,5577.0,Christianity,106.7272088
Greece,GRC,1963,2.34,Europe,6122.0,Christianity,106.6855864
Greece,GRC,1964,2.37,Europe,6601.0,Christianity,106.74797179999999
Greece,GRC,1965,2.41,Europe,7187.0,Christianity,106.9432111
Greece,GRC,1966,2.46,Europe,7570.0,Christianity,106.99961370000001
Greece,GRC,1967,2.51,Europe,7892.0,Christianity,106.8681341
Greece,GRC,1968,2.54,Europe,8394.0,Christianity,106.67209170000001
Greece,GRC,1969,2.56,Europe,9191.0,Christianity,106.8833134
Greece,GRC,1970,2.57,Europe,9900.0,Christianity,106.9961639
Greece,GRC,1971,2.57,Europe,10559.0,Christianity,106.93729979999999
Greece,GRC,1972,2.55,Europe,11795.0,Christianity,106.89345800000001
Greece,GRC,1973,2.54,Europe,12202.0,Christianity,107.0270584
Greece,GRC,1974,2.52,Europe,11716.0,Christianity,106.87032250000001
Greece,GRC,1975,2.5,Europe,12309.0,Christianity,106.78429990000001
Greece,GRC,1976,2.47,Europe,12919.0,Christianity,106.942714
Greece,GRC,1977,2.44,Europe,13158.0,Christianity,106.8453135
Greece,GRC,1978,2.39,Europe,13860.0,Christianity,107.2906013
Greece,GRC,1979,2.34,Europe,14193.0,Christianity,107.4052916
Greece,GRC,1980,2.27,Europe,14300.0,Christianity,107.4170422
Greece,GRC,1981,2.19,Europe,14180.0,Christianity,107.46840159999998
Greece,GRC,1982,2.1,Europe,14153.0,Christianity,107.4817152
Greece,GRC,1983,2.0,Europe,14132.0,Christianity,107.56585159999999
Greece,GRC,1984,1.9,Europe,14453.0,Christianity,107.4655186
Greece,GRC,1985,1.81,Europe,14850.0,Christianity,107.37019540000001
Greece,GRC,1986,1.71,Europe,15047.0,Christianity,107.1245439
Greece,GRC,1987,1.63,Europe,14944.0,Christianity,106.8933475
Greece,GRC,1988,1.57,Europe,15596.0,Christianity,106.6725519
Greece,GRC,1989,1.51,Europe,16117.0,Christianity,106.43428130000001
Greece,GRC,1990,1.47,Europe,15964.0,Christianity,106.21773540000001
Greece,GRC,1991,1.44,Europe,16409.69,Christianity,106.3306919
Greece,GRC,1992,1.42,Europe,16545.96,Christianity,106.7412629
Greece,GRC,1993,1.4,Europe,16331.31,Christianity,106.6680883
Greece,GRC,1994,1.38,Europe,16724.29,Christianity,106.75685929999999
Greece,GRC,1995,1.37,Europe,17148.2,Christianity,106.7291048
Greece,GRC,1996,1.36,Europe,17719.56,Christianity,106.24732040000002
Greece,GRC,1997,1.35,Europe,18588.3,Christianity,106.32409890000001
Greece,GRC,1998,1.33,Europe,19378.71,Christianity,106.368044
Greece,GRC,1999,1.33,Europe,20076.56,Christianity,106.42498290000002
Greece,GRC,2000,1.32,Europe,20965.33,Christianity,106.50682820000002
Greece,GRC,2001,1.33,Europe,21913.8,Christianity,106.7521097
Greece,GRC,2002,1.34,Europe,22893.96,Christianity,106.3861733
Greece,GRC,2003,1.36,Europe,24380.07,Christianity,106.3997209
Greece,GRC,2004,1.38,Europe,25780.39,Christianity,106.58578419999999
Greece,GRC,2005,1.4,Europe,26091.52,Christianity,106.63784799999999
Greece,GRC,2006,1.42,Europe,27731.11,Christianity,106.61598700000002
Greece,GRC,2007,1.44,Europe,28822.92,Christianity,106.71336170000001
Greece,GRC,2008,1.44,Europe,28907.93,Christianity,106.54719820000001
Greece,GRC,2009,1.43,Europe,27839.9,Christianity,106.4722353
Greece,GRC,2010,1.41,Europe,26517.47,Christianity,106.36447079999999
Greece,GRC,2011,1.39,Europe,24349.0,Christianity,106.29519760000001
Greece,GRC,2012,1.37,Europe,22693.0,Christianity,106.1808402
Greece,GRC,2013,1.35,Europe,22118.0,Christianity,106.11999409999999
Greece,GRC,2014,1.33,Europe,22344.0,Christianity,106.1038499
Greece,GRC,2015,1.31,Europe,22442.0,Christianity,106.1569481
Greece,GRC,2016,1.31,Europe,22574.0,Christianity,106.230819
Greece,GRC,2017,1.3,Europe,22959.12,Christianity,106.2465993
Greece,GRC,2018,1.3,Europe,23450.77,Christianity,
Greece,GRC,2019,1.3,Europe,,Christianity,
Greenland,GRL,1865,4.18,North America,,Christianity,
Greenland,GRL,1866,4.22,North America,,Christianity,
Greenland,GRL,1867,4.27,North America,,Christianity,
